0,Comment,Label,Media
585,Even then she will not be able to leave the Ace behind. iykyk,0,Instagram
586,Make a podcast with Dawood ,0,Instagram
587,Don't fake more than your status ,-1,Instagram
588,"Brother, this channel will fly away from you, it is a dawood, not a fool",-1,Instagram
589,Where are the blind devotees who sing the song of an unknown person,0,Instagram
590,Thank you for sharing ,1,Instagram
591,Lol me who know that Shri Ram was not vishnu avatar ,-1,Instagram
592,Your all podcast is just wow ranveer hope someday I ll be there too,1,Instagram
593,Success seems to be connected with action successful people keep moving they make mistakes but they dont quit ,0,Instagram
594,I must testify about this great achievement and your platform on how you changed my life financiall,0,Instagram
595,"Thank you so much ,..you have done it again for me, thank you for the profits ",1,Instagram
596,Absolutely inspiring,1,Instagram
597,I was watching Ranveer's reaction ,0,Instagram
598,So beautiful ,1,Instagram
599,"listening to her very carefully, teaches us a beautiful quality of listening & absorbing the words. Listening to understand not to reply",1,Instagram
600,This science will one day end the human race,1,Instagram
601,Ai brought changes but people who won't adopt will left behind of who will work with the help of ai...,1,Instagram
602,Bro please invite Fitter Founder Jitendra Chouskey full of knowledge on health,0,Instagram
603,Geopolitical leaders hide behind the #veilofshadows and keep pulling #Lynchpin s to ensure that the best laid schemes of men come to fruition,0,Instagram
604,Deep Things.,0,Instagram
605,I never believed it was for real untill I got paid I decided to share this I dont know who I might emancipate with this all thanks,-1,Instagram
606,Bro he is not a dumb guy just check his Twitter to know his background. He just dumbed down things to go viral and easily understandable for normal people.,-1,Instagram
607,Trading ,1,Instagram
608,What is the big motive behind the one who is making a gatiya rael right now,1,Instagram
609,A beautiful and a simple answer in a few words!,1,Instagram
610,Bad time creats strong men ,1,Instagram
611,Nevelle was made to sit by combing.,0,Instagram
612,Inspiration,1,Instagram
613,He sends lawsuits during difficult Sir,1,Instagram
614,The one who was angry is gone,-1,Instagram
615,Pretty Good Roast show watchers assemble,-1,Instagram
616,The Monk who bought a Ferrari,-1,Instagram
617,"Brother, why did you delete the roast ",0,Instagram
618,Something I needed to hear today,0,Instagram
619,owerful answer. We should not stop at any cost because of any reason,1,Instagram
620,"Mr. Garover, you are great, no doubt, but you must get the best backfucker award one day.",1,Instagram
621,Best Guy,1,Instagram
622,What clear thing he just said,1,Instagram
623,Simple it's just a swag of Punjabi ,1,Instagram
624,swag,1,Instagram
625,could not agree more,-1,Instagram
626,amazing ,1,Instagram
627,Best demotivator in the world ,1,Instagram
628,"Hello sir, any way to contact you",0,Instagram
629,one the bigeest fan of you sir,1,Instagram
630,Most genuine banda ever,1,Instagram
631,Beautiful answer,1,Instagram
632,How beautifully explained in single line…. There is so many people who facing the same when they started something different ,1,Instagram
633,Sirr u r my biggest inspiration,1,Instagram
634,"Don’t over hype civil services, we all are doing good in our lives.",-1,Instagram
635,Only Raveer reel I am liking.,1,Instagram
636,I must testify about this great achievement and your platform on how you changed my life financiall,1,Instagram
637,crazy information - finished watching the podcas,0,Instagram
638,A dangerous podcast,1,Instagram
639,Comparing crypto with the stock market isn't a great idea.,0,Instagram
640,"I am also the same, you are also the same. Let's see which crush comes",1,Instagram
641,Just because someone is on Podcast doesn’t mean he knows everything. …. How are you comparing Crypto and Stock Market !!,0,Instagram
642,A big applaud to you brother for bringing such interesting podcasts to learn something new or glazing over for people,1,Instagram
643,Personally I feel not that.. there is no way of slowing down the economy.. Fake news everywhere.,-1,Instagram
644,Useful information,1,Instagram
645,Call exmuslim sahil on your show,0,Instagram
646,"When you Invest a fundamental strong don't be afraid, go as usual for long term",1,Instagram
647,Plz explain ai and crypto relationship,0,Instagram
648,"He will become a fool, he will earn himself",-1,Instagram
649,I am continuing to watch this podcast brb,1,Instagram
650,"You are the reason why the world is a better place,much love,I appreciate your kind gesture",1,Instagram
651,Good one,1,Instagram
652,"Can’t stop telling the world the good things you have done in my life,",1,Instagram
653,"But the celebs, influencers and the public behind them have to go foreign.",-1,Instagram
654,I was happy tht nobody thought of lakshadweep for tourism but lets see how it goes…,1,Instagram
655,Agree agree agree ,1,Instagram
656,"Whoa, seems like an awesome. Gotta watch for sure",1,Instagram
657,Watching ur podcast is the best therapy ,1,Instagram
658,Bro...Why you add beep sound on website,-1,Instagram
659,eep sounds motherfucker,-1,Instagram
660,I want to come with you.,0,Instagram
661,"No no brother, you should first ask how many times do you do in a day",1,Instagram
662,e who tries to fit in everything under exact 160 rupees,-1,Instagram
663,Big fan of his entrepreneurial and to the point approach ,1,Instagram
664,bro thought we didn't know...We're just lazy not dumb,0,Instagram
665,Man with business mindset ,-1,Instagram
666,Do you know why do you do this dishonest again?,-1,Instagram
667,LOVE YOU SO MUCH ,1,Instagram
668,He's definitely talent energy house,1,Instagram
669,It was a masterpiec,1,Instagram
670,Many more to come bro,1,Instagram
671,you are best ranveer,1,Instagram
672,M too lucky as I am part of this show,1,Instagram
673,TRS is my top podcast of the year,1,Instagram
674,Leading the way ,1,Instagram
675,These stats are of podcasts.....way more to go bhayya always with you,1,Instagram
676,You are my favourite youtuber bhaiya ,1,Instagram
677,Please make it for deaf accessible We can make it for you,0,Instagram
678,"The best in the game, the OG, the pioneer of “Podcasting”. Way to go and more to come! ",1,Instagram
679,3960 minutes for me. Top 1% fan. The podcast is a living encyclopaedia for me.,1,Instagram
680,Wishing you all more love and power to compound the growth ahead and also to take India to the world ,1,Instagram
681,"A huge fan, sir. Hope u achieve greatness",1,Instagram
682,This guy deserves this success and more to come. God bless him ,1,Instagram
683,"'m actually enjoying his replies, he should interact more",0,Instagram
684,I'd reincarnate an even greater number of times to be with you again and again. Rebirth after rebirth. Death after death. This one emotion is enough to realise that the women is Shakti and found her Shiva,0,Instagram
685,Your podcasts helped me to cope with the sudden death of my father. Conversations create perspectives. Pain is personal but remedies are universal. Thank you so much @ranveerallahbadia @beerbiceps team.,1,Instagram
686,Kudos to your energy and the knowledge you impart. Stay happy & keep glowing. ,1,Instagram
687, hii I don't know why I feel like you are in twinflame spritual jurney. am I right,0,Instagram
688,My most favorite episode,1,Instagram
689,Why is he promoting Mumbai police instead he should have said Indian/Bharat Police. It sounds as if Mumbai is different from Bharat,0,Instagram
690,U keep all ways motivate us bro u sad all ways think 1ly life goes up and down,1,Instagram
691,Bro you roasted by best roster,1,Instagram
692,Just adore your maturity and child like behavior and approach towards life,1,Instagram
693,"Didn't understand the context of self love. What ever a person can do for themselves is self care, self awareness, self motivation an all but self love how? love if all about giving to another person.",0,Instagram
694,Love this,1,Instagram
695,Finally a podcast of carry and Ranveer which is not a deepfake,1,Instagram
696,YouTube community is so wholesome,1,Instagram
697,You have stabbed me on the chance brother,1,Instagram
698,You my friend know how to rise up to an occasion…with honour and dignity. Looking forward to hearing this one from both of you,1,Instagram
699,"Ranveer posting this reel is nothing but "" strike when the iron is hot""",0,Instagram
700,You make a video with him and he will roast you after going home,1,Instagram
701,anveer surely knows how to occupy audience,1,Instagram
702,I love him man,1,Instagram
703,respect ,1,Instagram
704,What a healthy way to awnser huge respect to your understanding ,1,Instagram
705,You should always learn best line,-1,Instagram
706,really low below your standard guys ! You guys gotta up or stay down. And currently it's better that you stay down.,1,Instagram
707,Great Sportmanship. Respect ,1,Instagram
708,Time to bring him back on Trs,1,Instagram
709,Trolling converted into Trending,-1,Instagram
710,t feels good seeing you enjoying the parody unlike others who take it -1ly!!,1,Instagram
711,"Ranveer is literally is""if positivity had a face",1,Instagram
712,He nods alot coz he respects every single thought of a person who is sitting in front of him,1,Instagram
713,Only a genius can take jokes as only jokes.,1,Instagram
714,Your best Podcaster on YouTube.. keep it up,1,Instagram
715,I love this guy. I love people who can laugh at themselves,1,Instagram
716,Be roasted in such a way that you enjoy yourself,1,Instagram
717,Huge respect to Ranveer Bhai..for taking roast as a funny way ,1,Instagram
718,"Both are content creators, only difference is that what value they're providing to society.",1,Instagram
719,"Ranveer is literally is""if positivity had a face”",-1,Instagram
720,I have been watching your podcasts and I have to admit they are so invigorating…,1,Instagram
721,Next level performance,1,Instagram
722,And you take roast as a content ,1,Instagram
723,you are awesome,1,Instagram
724,My bro is a perfect example of how an influencer should handle hate and troll,1,Instagram
725,most sporting person when it comes to taking memes! Hatsoff,1,Instagram
726, Team Knows Very Well How To Make A Roast Video Into A Content Very Well,1,Instagram
727,Bro knows how to take a joke.,1,Instagram
728,And now he is the GOAT of stand up comedy,1,Instagram
729,Self made artist,1,Instagram
730,One of the most soothing conversation guys.,1,Instagram
731,He looks such a jolly person most of the times. He also came to my college and he was really humble and patient. You can never know what a person has gone through,1,Instagram
732, You are a gem of person,1,Instagram
733,"This was one of the best podcasts I’ve ever seen . It had so much depth, the reality, emotions and courage! I c",1,Instagram
734,He still always is so sweet. ,1,Instagram
735,His personality is different and just a wholesome person,1,Instagram
736,The most beautiful inspirational podcast ever,1,Instagram
737,My brother and my inspiration ,1,Instagram
738,This guy is creating the legacy which is not created in the scene yet ! Absolute legend ,1,Instagram
739,"This was such an inspiring episode. The fact that he is so grounded despite all his success, teaches us a lot of things in itself",1,Instagram
740,MAD RESPECT,1,Instagram
741,"The line where he said, you can recognize a person, not the heart, stole my heart",1,Instagram
742,This is amazing great questions ,1,Instagram
743,Ranveer your channel is having one of the best podcasts man! Lot more to go,1,Instagram
744,Wonderful,1,Instagram
745,Wow ..this inspired me a lott ..ranveer you know what thnks for making this podcast.learned a lott from her.shes an outstanding ,1,Instagram
746,r can u make a podcast with Raj shamani Sir. I wanna know how great podcasters create a podcast ,1,Instagram
747,Bro watching your podcast is time well spen,1,Instagram
748,"I appreciate the guys who actually have the guts to hug their father, or express how much they love him. That's the real courage!",1,Instagram
749,Not true. they all so express all the emotional and jealous through social media,1,Instagram
750,Amazing podcast ! We just listened it yesterday,1,Instagram
751,Loved how Ranveer was clarifying about his sexual tendency throughout the podcast,1,Instagram
752,Feels like he's so done ,-1,Instagram
753,"My god, this podcast took two days to absorb and this was soo special one",1,Instagram
754, he looked uninterested and uncomfortable in the whole podcast.,-1,Instagram
755,Why is the reason of this podcast becoming salute?,0,Instagram
756,The way you asked question Ranveer sir,1,Instagram
757,Amazing poadcast I ever seen,1,Instagram
758,one of the most amazing musician of our country on TRS.,1,Instagram
759,My love and respect for him has come back with a much stronger force this time,1,Instagram
760,"Ranveer I have seen all of your videos of your both official channels beerbiceps & ranveer allahbadia but the podcasts which were recorded in covid those conversations, vibes of those conversations, guests vibes it hits something different",1,Instagram
761,He speaks only one line,0,Instagram
762,Good one,1,Instagram
763,Oh no plz not with this ranveer. He's just an opportunistic and quite boring too,1,Instagram
764,Sir please invite engineer Muhammad Ali Mirza on your podcast,0,Instagram
765,It’s very rare to have supportive people around you who are with you even in your tough days,1,Instagram
766,"Same on you Ranveer .. It is wrong to invite a Khalistan supporter to his show, unfollow you man",-1,Instagram
767,My most favourite section of podcast ,1,Instagram
768,Great personality,1,Instagram
769,Shame on u for inviting pro khalistan,-1,Instagram
770,This is so true!!,1,Instagram
771,Sorry champ.. not agree that Ravan should not seen as -1 character.,0,Instagram
772,Can't relate with what he said in the whole podcast,-1,Instagram
773,"Ranveer, dont miss Ishan Shivanand! Advait Shri Vidya and Lalita Rudra Trishati make his story podcast",0,Instagram
774,I love this podcast,1,Instagram
775,"Hey Ranveer! Youve got to consider Ishan Shivanand for your podcast. His Advait Shri Vidya lineage is fascinating, and hes using it to enhance collective consciousness through Lalita Rudra Trishati. A",0,Instagram
776,Hey Ranveer! Ishan Shivanands Advait Shri Vidya lineage is captivating. Hes all about Lalita Rudra Trishati and spreading wisdom. Ideal for your podcast!,-1,Instagram
777,"Ranveer, youd love to host Ishan Shivanand on your podcast! His Advait Shri Vidya lineage is mind",-1,Instagram
778,"Ranveer, Kala Bhairavs wisdom is profound: Ishan Shivanand embodies Advait Shri Vidya and Lalita Rudra Trishati.",-1,Instagram
779,Sir when you recover I am from goa we want Your support ,1,Instagram
780,Jhingan and ranveer on to,1,Instagram
781,I think u need some mental counseling bro...,-1,Instagram
782,"Right sir ,,, I agree with you & your every words",1,Instagram
783,Nothing but he just sold his soul,1,Instagram
784,Just want someone who can share spiritual journey with love and care ,1,Instagram
785,y’all agree RSS Hindutva Terror Org. runs your country!,0,Instagram
786,Bro it is preplanned murder of the IPS and this guy is very untrustworthy,0,Instagram
787,Knowledgeable podcast Ranveer Sir,1,Instagram
788,so true I feel this,0,Instagram
789, Comment on all reels? Will you take it again? Is it righ,-1,Instagram
790,sir u are truly a inspiration,1,Instagram
791,Indeed Bro!,1,Instagram
792,you are my inspiring,1,Instagram
793,It will reach u anyhow if u deserve n hard work ,1,Instagram
794,I know his whole story from those stages to being today the popular podcaster ,1,Instagram
795,Great advice ,1,Instagram
796,"Keep going.... keep rocking...stay healthy, wealthy and blessed with love, happiness and all the best things and people in life beta",1,Instagram
797,Bro damn worked hard for this,1,Instagram
798,Great thought sir...Self love is most important ,1,Instagram
799,Yor are an inspiration for many people,1,Instagram
800,Very nice video with good thoughts,1,Instagram
801,was it useful this usless drama,-1,facebook
802,I m ur big fan and great to see you,1,facebook
803,why are you making fool,-1,facebook
804,bhai bg music or loud kardo,0,facebook
805,issme hunted sounted kyu laga rakhi hai,0,facebook
806,"They are saying white lie,in the history of battels",-1,facebook
807,I m ur big fan sir,1,facebook
808,religion is the best bussiness in india,-1,facebook
809,great podcast,1,facebook
810,an outstanding podcast,1,facebook
811,abbe kya batak chidiyo ka khel band karo,-1,facebook
812,sabse bekar logo k bich,-1,facebook
813,nonsense,-1,facebook
814,also advour,0,facebook
815,the host is abt to throw up,-1,facebook
816,racism should not be promoted,-1,facebook
817,I will do a podcast with u oneday to break all records,0,facebook
818,mumble anything for film promo,-1,facebook
819,surgery karake apna face nukeeela kar liya,-1,facebook
820,one the best person In film industry,1,facebook
821,pls cover bangladesh situation in your podcast,0,facebook
822,pseudoscience babas in your show,-1,facebook
823,unfollowing u becoz  u r losing focus,-1,facebook
824,concentrate on smthg worty instead of ambani's wedding,-1,facebook
825,expected smthg better from u,-1,facebook
826,man is still in ambani zone,0,facebook
827,u cant even find a good sub for ur nonsense podcast,-1,facebook
828,do your job,0,facebook
829,help bangladeshi students,0,facebook
830,please work on your english,-1,facebook
831,promoting ambanis,-1,facebook
832,ambani family is great and humble,1,facebook
833,all just a big bullshit,-1,facebook
834,talk in hindi,0,facebook
835,bless u with success and love ranveer jst like ambanis,1,facebook
836,I have unfollowed him now,-1,facebook
837,how much uget to do ths,0,facebook
838,please stop lying and lose the accent,-1,facebook
839,we want justice,0,facebook
840,bakwas,-1,facebook
841,they are so humble and well mannered,1,facebook
842,you look 99 percent akash ambani,0,facebook
843,didn’t expect this type of podcast from u,-1,facebook
844,very good,1,facebook
845,great host,1,facebook
846,someone really watch this rediculus channel,-1,facebook
847,indians starving all around,0,facebook
848,u r handsome sir,1,facebook
849,beautiful people,1,facebook
850,gossip,0,facebook
851,disgusting,-1,facebook
852,stop it beerbiceps,-1,facebook
853,keep doing good works,1,facebook
854,ur smile gives positivity n calmness,1,facebook
855,tell us more abt ambani wedding,0,facebook
856,stay blessed,1,facebook
857,wow,1,facebook
858,waiting eagerly for ths special podcast,1,facebook
859,well doing,1,facebook
860,happy for u man,1,facebook
861,u r a star now,1,facebook
862,u r on a ryt path,1,facebook
863,toxic positivity on its peak,-1,facebook
864,"good going,great",1,facebook
865,akshay kumar always a very cheap liar,-1,facebook
866,both star's are supr genuine,1,facebook
867,irritating host,-1,facebook
868,Akshay ego is rising,1,facebook
869,this is exactly what I wish to do,0,facebook
870,I guess aki trying to be rooted,0,facebook
871,u make talking to anyone feel so easy,1,facebook
872,waw super podcast,1,facebook
873,lovely,1,facebook
874,bahut badhiya,1,facebook
875,never mess with khiladi kumar,0,facebook
876,supb podcast,1,facebook
877,pls work on yourself bro,-1,facebook
878,akshay is fake ,-1,facebook
879,akshay kumar is a biggest liar,-1,facebook
880,wow,1,facebook
881,over acting beerbiceps,-1,facebook
882,looking very sharp,0,facebook
883,nice to see u,1,facebook
884,superman,1,facebook
885,Very nice ,1,facebook
886,soo refresh to see u,1,facebook
887,enjoy bhai,1,facebook
888,loads of love and hugs,1,facebook
889,nice ,1,facebook
890,u look great,1,facebook
891,hero,1,facebook
892,stunning,1,facebook
893,real and handsome,1,facebook
894,mtlb kux v ,-1,facebook
895,soo much superstition is being spread on media,-1,facebook
896,acharya g is promoting his vaastu business,-1,facebook
897,absolutely true,1,facebook
898,please stop promoting this,-1,facebook
899,wow nice way to promote ,-1,facebook
900,delhi is not safe u bro,0,facebook
901,address of the ashram,0,facebook
902,soo true,1,facebook
903,there is 1 energy,1,facebook
904,jai shree ram,0,facebook
905,very nice,1,facebook
906,man not baba,0,facebook
907,"true,experienced",1,facebook
908,blessed soul,1,facebook
909,happy for u guys,1,facebook
910,ur great sir,1,facebook
911,wrong translation,-1,facebook
912,lovely conversation,1,facebook
913,very nice,1,facebook
914,good info,1,facebook
915,corectly write baba g name in title,-1,facebook
916,the beauty of sanatan dharm,1,facebook
917,I felt that,1,facebook
918,important to all,1,facebook
919,not true,-1,facebook
920,we want justice,0,facebook
921,correct,1,facebook
922,are u mad,-1,facebook
923,thanks for sharing,1,facebook
924,nonsense,-1,facebook
925,informative,1,facebook
926,good,1,facebook
927,shame on u,-1,facebook
928,lying from start to end,-1,facebook
929,nice podcast,1,facebook
930,nothing special,-1,facebook
931,you are our pride,1,facebook
932,get well soon,1,facebook
933,inspiration,1,facebook
934,get well soon,1,facebook
935,wishing u speedy recovery,1,facebook
936,so proud of u,1,facebook
937,get well soon,1,facebook
938,very insightful,1,facebook
939,love,1,facebook
940,good,1,facebook
941,bakwas,-1,facebook
942,you r so right,1,facebook
943,I feel that spritual energy,1,facebook
944,so true,1,facebook
945,100% ryt,1,facebook
946,true ,1,facebook
947,I agree,1,facebook
948,absolutely true,1,facebook
949,fake,-1,facebook
950,wish to go,0,facebook
951,whatever he say his teams doesnot follow,-1,facebook
952,super fake vdos,-1,facebook
953,good podcast but fake expressions,0,facebook
954,your mouth expressions,0,facebook
955,I feel it,1,facebook
956,he is ryt,1,facebook
957,you look fake bro,-1,facebook
958,his expression,0,facebook
959,jai shree ram,0,facebook
960,sita ram,0,facebook
961,well educated but eating gobar,-1,facebook
962,ram ram,0,facebook
963,plastic surgery 100% acting 0%,-1,facebook
964,plastic surgeon did a nice job,-1,facebook
965,I love ,1,facebook
966,nice,1,facebook
967,nice vdo,1,facebook
968,king,1,facebook
969,speak like she struggled since childhood,-1,facebook
970,truly blessed,1,facebook
971,she is truthful,1,facebook
972,no acting skill,-1,facebook
973,u r not a good actor,-1,facebook
974,be grateful to ur mom',0,facebook
975,ur full of plastic surgery lol,-1,facebook
976,beauty with brains,1,facebook
977,plastic life,-1,facebook
978,god bless everyone,1,facebook
979,my crush,0,facebook
980,janvi is so innocent,1,facebook
981,get more famous,1,facebook
982,deep n good thinker,1,facebook
983,find the killer,0,facebook
984,annyoing actress,-1,facebook
985,nice,1,facebook
986,lots of love,1,facebook
987,ok ok,1,facebook
988,so annoying voice,-1,facebook
989,ugly,-1,facebook
990,very nice ,1,facebook
991,divine soul,1,facebook
992,fake acting,-1,facebook
993,important info,1,facebook
994,good information,1,facebook
995,very informative podcast,1,facebook
996,nice explaination  sir,1,facebook
997,great,1,facebook
998,waw best podcast,1,facebook
999,nice info,1,facebook
1000,nicely expressed,1,facebook
1001,so true,1,facebook
1002,very good,1,facebook
1003,so sweet dear,1,facebook
1004,cuteness overloaded,1,facebook
1005,soo sweet,1,facebook
1006,love is myth',1,facebook
1007,peaceful partner,1,facebook
1008,god blesss u,1,facebook
1009,big respect for u,1,facebook
1010,informative content,1,facebook
1011,so peaceful no doubt nothing,1,facebook
1012,why they call this kind of peoplein podcast??,-1,facebook
1013,what is he talking about?,0,facebook
1014,please do correction about the temple location beerbiceps,-1,facebook
1015,I like watching all your episodes,1,facebook
1016,all the best god bless,1,facebook
1017,how much lie u guys speak,-1,facebook
1018,great singer,1,facebook
1019,doing bullshit and showing off is the new trend in india,-1,facebook
1020,if one have money then obiviously they doo fancy diet,0,facebook
1021,lots of love to u both,1,facebook
1022,amazing story,1,facebook
1023,nice story,1,facebook
1024,beautiful people,1,facebook
1025,don’t hype anybody,-1,facebook
1026,I love to see and listen this podcast,1,facebook
1027,wow,1,facebook
1028,absolutely impactful thoughts,1,facebook
1029,love u chef,1,facebook
1030,amazing personality,1,facebook
1031,nice story,-1,facebook
1032,he copies each and everything of the legend sidhu,-1,facebook
1033,keep it up bro,1,facebook
1034,good singer,1,facebook
1035,there is hole in his tshirt,0,facebook
1036,love them,1,facebook
1037,love u babe,1,facebook
1038,seems to be amazing person,1,facebook
1039,so lovely conversation dear,1,facebook
1040,luv u guys,1,facebook
1041,beerbiceps laughs reminds me carrminity roast,0,facebook
1042,superstar,1,facebook
1043,blushing bro,1,facebook
1044,real legend,1,facebook
1045,the best,1,facebook
1046,love,1,facebook
1047,nice,1,facebook
1048,auto tune,0,facebook
1049,wonderful,1,facebook
1050,nyc person,1,facebook
1051,jesus christ is lord,0,facebook
1052,use this as a dislike button,-1,facebook
1053,this is shiv tandav not shiv strotram,0,facebook
1054,bring some literate people on your podcast,-1,facebook
1055,she speaks so innocentlu like a child,1,facebook
1056,she can't pronounce the words correctly,-1,facebook
1057,beautiful rendition,1,facebook
1058,"waw,amazing",1,facebook
1059,giving such a strong vibe,1,facebook
1060,the vibe is strong and strong,1,facebook
1061,what a beautiful voice,1,facebook
1062,very 1 voice,1,facebook
1063,u both are complementing each other,1,facebook
1064,her future is bright,1,facebook
1065,too cute,1,facebook
1066,sweet and divine voice,1,facebook
1067,awesome,1,facebook
1068,supernatural vibes,1,facebook
1069,nice,1,facebook
1070,powerful voice,1,facebook
1071,got goosebumps,1,facebook
1072,voice so sweet,1,facebook
1073,lovely,1,facebook
1074,goosebumps,1,facebook
1075,he asked her to do to gain some views on internet,-1,facebook
1076,bahut khob,1,facebook
1077,amazing,1,facebook
1078,this is soothing,1,facebook
1079,beautiful,1,facebook
1080,cute,1,facebook
1081,they are made for each other,0,facebook
1082,"so many faults man,correct it",-1,facebook
1083,pronounciation theek nahi haai,-1,facebook
1084,best thing I watch today,1,facebook
1085,goosebumps,1,facebook
1086,u r very cute resmi desai,1,facebook
1087,this is very good vdo,1,facebook
1088,he is always ryt,1,facebook
1089,please let your guest speak,-1,facebook
1090,agreed,1,facebook
1091,can't tell who is expert dr.here,0,facebook
1092,thank you soo much,1,facebook
1093,nice,1,facebook
1094,correct,1,facebook
1095,soo negativity in the comment section,0,facebook
1096,please bring good heart surgeon,-1,facebook
1097, he is a brilliant dr.,1,facebook
1098,hope to be partner sometime,0,facebook
1099,"jhoota,fake insaan",-1,facebook
1100,I don’t like u,-1,facebook
1101,he is handsome,1,facebook
1102,the comments are full of envy,-1,facebook
1103,respect you sir,1,facebook
1104,really,1,facebook
1105,u r correct dr. nene,1,facebook
1106,justice for ssr,0,facebook
1107,great tallent we lost,0,facebook
1108,love u susant,1,facebook
1109,yap its true,1,facebook
1110,One of the best spiritual video,1,facebook
1111,great sir you are truly blessed,1,facebook
1112,Could you please sent an invitation to Swani Sarvapriyananda,0,facebook
1113,Thank you ranveer for this podcast,1,youtube
1114,Tons of thanks to you and the tantric mantra,1,youtube
1115,Love your work,1,youtube
1116,thank you for these podcast,1,youtube
1117,Ranveer you are really blessed soul,1,youtube
1118,Thank you so much for this amazing podcast,1,youtube
1119,sir is so polite and humble,1,youtube
1120,wow! I am just amazed,1,youtube
1121,over this podcast and my thought became true,0,youtube
1122,we are getting nice great Gurus to enhance our knowledge,1,youtube
1123,bless you and thanks for fabulous podcast,1,youtube
1124,best podcast..simplified the fact very well,1,youtube
1125,you are blessed soul and always stay pious,1,youtube
1126,you are a person send by god,1,youtube
1127,loved him such a fresh bfreath in all the spiritual conversation,1,youtube
1128,felt goosebumps hearing his words and personal story,1,youtube
1129,heartly gratitude..keep on doing such episodes,1,youtube
1130,best podcast…thanks ranveer,1,youtube
1131,great to listen from high spiritual being,1,youtube
1132,superb mindblowing podcast,1,youtube
1133,most awaited..so glad to see this,1,youtube
1134,"amazing,practical,sweet and most insightful podcast",1,youtube
1135,best and knowledgeable podcast,1,youtube
1136,I was waiting for this podcast,0,youtube
1137,this is a mindblowing podcast,1,youtube
1138,"man, you are wonderful",1,youtube
1139,One of the best episodes,1,youtube
1140,I became like saint after seeing your podcasts,1,youtube
1141,this is going to be super awesome,1,youtube
1142,very grateful to listen him,1,youtube
1143,it's a treat to the soul,1,youtube
1144,amazing work by ranveer's team to find this true gem,1,youtube
1145,a lot more clarity achieved,1,youtube
1146,aalways felt an eternal bliss watching your podcast,1,youtube
1147,I love when you bring spirituality content,1,youtube
1148,why I was feeling goosebumps while listening,0,youtube
1149,loved today's podcast,1,youtube
1150,you made it very well and very humble,1,youtube
1151,so happy to hear this podcast,1,youtube
1152,loved this episode,1,youtube
1153,amazing episode…best till now,1,youtube
1154,lovely podcast..thoroughly enjoyed it,1,youtube
1155,masterpiece knowledge,1,youtube
1156,I just love to watch your all episodes,1,youtube
1157,felt good listening to him,1,youtube
1158,best podcast and best guest,1,youtube
1159,"everyday, I watch podcasts",0,youtube
1160,love you ranveer for bringing gems,1,youtube
1161,the preview is so soothing,1,youtube
1162,one of the best podcast in my list,1,youtube
1163,very good timing very good speaker,1,youtube
1164,very practical and rational explanations,1,youtube
1165,wow what a mind blowing episodes,1,youtube
1166,best best best guest… loved the podcast,1,youtube
1167,most awaited pod is here,1,youtube
1168,so glad you got him on your show,1,youtube
1169,we enjoyed the spiritual content,1,youtube
1170,ending touch my hearts,1,youtube
1171,u r my fav creator,1,youtube
1172,lastline touching may heart,1,youtube
1173,after watching this I jst got goosebumps,1,youtube
1174,best podcast,1,Instagram
1175,humans,0,Instagram
1176,the shark's tummy was full,0,Instagram
1177,god put in this too,0,Instagram
1178,that hanji,0,Instagram
1179,all extreme happened to this person,-1,Instagram
1180,ocra is better,-1,Instagram
1181,wow great,1,Instagram
1182,amazing reality story,1,Instagram
1183,hatsoff,1,Instagram
1184,what is this????,-1,Instagram
1185,bakkwass karna v podcast hai,-1,Instagram
1186,animals are better than humans,0,Instagram
1187,good info,1,Instagram
1188,shark really attack humans,0,Instagram
1189,over acting soo mucch,-1,Instagram
1190,bro go to real shark tank,0,Instagram
1191,he will have fast,0,Instagram
1192,such a thoughtfulll damm!!,1,Instagram
1193,universal boss,1,Instagram
1194,bharat mata ki jay,0,Instagram
1195,great works,1,Instagram
1196,he is an idiot,-1,Instagram
1197,love you,1,Instagram
1198,jai shree radhe shyam jai ho,0,Instagram
1199,podcast tiltle?,0,Instagram
1200,it was amzing,1,Instagram
1201,bhai aapke questions likhta kon hai,0,Instagram
1202,lots of love,1,Instagram
1203,hello,1,Instagram
1204,come to new zeland ammzing country,0,Instagram
1205,and that's true,1,Instagram
1206,follow me,0,Instagram
1207,radhe radhe,0,Instagram
1208,hari bol,0,Instagram
1209,intresting,1,Instagram
1210,going with faith,1,Instagram
1211,har har mahadev,0,Instagram
1212,"Right sir ,,, I agree with you & your every words",1,Instagram
1213,faiths can move mountains,1,Instagram
1214,god is great,1,Instagram
1215,madhuri dixit ko bulao,0,Instagram
1216,only true faith,1,Instagram
1217,good luck,1,Instagram
1218,great observation,1,Instagram
1219,sahi baat,1,Instagram
1220,fekuu,-1,Instagram
1221,sir roasted whole BJP,0,Instagram
1222,totally baised,-1,Instagram
1223,come to politics,0,Instagram
1224,amazing founder,1,Instagram
1225, great,1,Instagram
1226,waiting for u,0,Instagram
1227,u need better mentors bro,-1,Instagram
1228,your customer service is very pathetic,-1,Instagram
1229,rcb won,0,Instagram
1230,love to listen this type of knowledge ,1,youtube
1231,I absolutely loved loved it ,1,youtube
1232,"listening to this podcast, just reinforces the dogmatic spirituality",0,youtube
1233,amazing podcast,1,youtube
1234,hook is so great,1,youtube
1235,great podcast,1,youtube
